departamento,ciudad,valor_inicial,valor_final,dias_adicionados,destino_gasto,estado_contrato,objeto,url,contratista,fecha_inicio,fecha_fin
Santander,Bucaramanga,1117212469,929264173,0,Inversión,Modificado,ACTIVIDADES DE PODA PARA EL DESPEJE DE LUMINARIAS Y REDES QUE INTERFIEREN CON EL ALUMBRADO PUBLICO Y TALA DE ÁRBOLES Y MANEJO INTEGRAL DEL COMPONENTE ARBÓREO EN EL ESPACIO PÚBLICO; DEL MUNICIPIO DE BUCARAMANGA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3270769&isFromPublicArea=True&isModal=true&asPopupView=true,BIOTECNOLOGIA DE COLOMBIA S.A.S,2022-11-16,2023-04-19
Meta,Villavicencio,1116921112,0,41,Inversión,Modificado,REHABILITACIÓN DE PARQUES EN DIFERENTES BARRIOS EN EL MUNICIPIO DE VILLAVICENCIO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6953411&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO ALSIPA,2024-12-11,2025-12-23
Magdalena,Santa Marta,1116766814,0,131,Inversión,Modificado,PREVENCIÓN DEL RIESGO DE INUNDACIÓN MEDIANTE LA REMOCIÓN MECÁNICA DE SEDIMENTOS DEL RÍO GUACHACA EN EL DISTRITO DE SANTA MARTA; MAGDALENA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1334185&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO GUACHACA 2020,2021-02-12,2021-09-20
Atlántico,Malambo,1116104461,0,0,Inversión,Aprobado,CONSTRUCCIÓN DE LA CASA DEL ADULTO MAYOR EN EL CORREGIMIENTO DE CUATRO VIENTOS EN EL MUNICIPIO DE EL PASO - CESAR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9076981&isFromPublicArea=True&isModal=true&asPopupView=true,VALTERRA CONSULTORIA GESTION DESARROLLO S.A.S.,,2026-05-01
Cauca,Popayán,1115649466,0,31,Inversión,Modificado,REALIZAR LAS OBRAS DE MODERNIZACION DE REDES ELECTRICAS; ILUMINACIÓN; VOZ Y DATOS EN EL DISTRITO JUDICIAL DEL POPAYÁN,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8957700&isFromPublicArea=True&isModal=true&asPopupView=true,HER INGENIERIA,2025-11-28,2026-06-30
Nariño,Pasto,1115344220,0,32,Inversión,Modificado,EL CONTRATISTA SE COMPROMETE PARA CON EL MUNICIPIO DE PASTO - SECRETARÍA DE PLANEACIÓN; A REALIZAR LA OBRA DE CONSTRUCCIÓN Y ADECUACIÓN DE ESPACIO PÚBLICO EFECTIVO PARQUE PANORÁMICO PERTENECIENTE A LA COMUNA 8 DEL MUNICIPIO DE PASTO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8017387&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO PANORAMA,2025-08-26,2026-04-22
Meta,Puerto López,1114899916,0,10,Inversión,Modificado,CONSTRUCCION; ADECUACION Y MEJORAMIENTOS LOCATIVOS EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE PUERTO LOPEZ- META 20222,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3500020&isFromPublicArea=True&isModal=true&asPopupView=true,Consorcio CCE,2022-12-22,2023-10-15
Valle del Cauca,Cali,1114789526,0,0,Inversión,Suspendido,AUNAR ESFUERZOS ADMINISTRATIVOS; FINANCIEROS; OPERATIVOS Y CONTABLES ENTRE EL DEPARTAMENTO DEL VALLE DEL CAUCA  SECRETARÍA DE VIVIENDA Y HÁBITAT .Y EL MUNICIPIO DE YOTOCO VALLE DEL CAUCA CON EL OBJETIVO DE CONTRIBUIR A LA EJECUCIÓN DEL PROYECTO DENOMINADO CONSTRUCCIÓN DE VIVIENDA SOCIAL PRIORITARIA; MUDAY KAMOKARA; NUESTRO SUEÑO; COMUNIDAD EMBERA-CHAMI; DEL MUNICIPIO DE YOTOCO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1941217&isFromPublicArea=True&isModal=true&asPopupView=true,ALCALDIA MUNICIPAL DE YOTOCO,2021-06-30,2023-06-30
Cundinamarca,Albán,1114464500,0,0,Inversión,En ejecución,ESTUDIOS; DISEÑOS; MODERNIZACIÓN; IMPLEMENTACIÓN Y PUESTA EN FUNCIONAMIENTO DEL CIRCUITO CERRADO DE TELEVISION - CCTV; ORIENTADO AL FORTALECIMIENTO DEL SISTEMA INTEGRADO DE EMERGENCIAS Y SEGURIDAD SIES  EN EL MUNICIPIO DE ALBÁN; CUNDINAMARCA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10072310&isFromPublicArea=True&isModal=true&asPopupView=true,S´INGENIERIA R&R SAS,2026-04-23,2026-07-31
Distrito Capital de Bogotá,Bogotá,1114435184,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6258195&isFromPublicArea=True&isModal=true&asPopupView=true,COBING SAS,,
Distrito Capital de Bogotá,Bogotá,1114435184,0,30,Inversión,Modificado,"MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA HATILLO - CISNEROS RUTA 62 TRAMO 6205; PASO URBANO BARBOSA: PR9+0000 - PR9+0700 (Sin incluir el anillo de la Glorieta); PASO 
URBANO CISNEROS: PR53+0000 - PR54+1158",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6258195&isFromPublicArea=True&isModal=true&asPopupView=true,COBING SAS,2024-07-19,2024-12-30
Distrito Capital de Bogotá,Bogotá,1113269388,910444131,28,Inversión,Modificado,EJECUTAR LAS OBRAS DE LAS REDES INTERNAS PARA EL MEJORAMIENTO DEL SISTEMA ELÉCTRICO DE LAS PLAZAS DE MERCADO DISTRITALES 20 DE JULIO Y DOCE DE OCTUBRE QUE ADMINISTRA EL INSTITUTO PARA LA ECONOMÍA SOCIAL,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.849838&isFromPublicArea=True&isModal=true&asPopupView=true,OMAR AUGUSTO RINCON ROJAS,2019-08-01,2020-07-17
Tolima,Ibagué,1113154244,1109897676,0,Inversión,Modificado,Adecuación del ambiente de construcción Nave 6 del Centro de Industria y Construcción Regional Tolima,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4849358&isFromPublicArea=True&isModal=true&asPopupView=true,ARIETE INGENIERIA & CONSTRUCCION S.A.S,2023-09-18,2024-03-18
Valle del Cauca,Cali,1112782222,0,0,Inversión,En ejecución,Realizar la Adquisición e instalación del cableado estructural del edificio de agentes de tránsito y archivo de la Secretaría de Movilidad.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4900181&isFromPublicArea=True&isModal=true&asPopupView=true,IMPORT SYSTEM SISTEMAS Y SUMINISTROS SAS,2023-11-29,2023-12-29
Santander,Bucaramanga,1112276916,1056406332,133,Inversión,Modificado,MANTENIMIENTO DEL ALUMBRADO PUBLICO DEL MUNICIPIO DE BUCARAMANGA. Grupo 3.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2855512&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO ENERGYS,2022-05-13,2023-05-25
Distrito Capital de Bogotá,Bogotá,1111804669,0,153,Inversión,Modificado,AUNAR ESFUERZOS PARA EL MANTENIMIENTO DE VÍAS TERCIARIAS EN EL MUNICIPIO PDET DE MERCADERES EN EL DEPARTAMENTO DE CAUCA MARCO IMPLEMENTACIÓN ACUERDO FINAL PARA LA PAZ A NIVEL NACIONAL.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1144147&isFromPublicArea=True&isModal=true&asPopupView=true,MUNICIPIO DE MERCADERES CAUCA,2020-02-18,2023-12-31
Risaralda,Pereira,1111667803,1111626687,31,Inversión,Modificado,REALIZAR LA CONSTRUCCIÓN DE OBRAS COMPLEMENTARIAS DE OPTIMIZACIÓN COLECTOR INTERCEPTOR AGUAS RESIDUALES FASE I MARGEN DERECHA RÍO RISARALDA DEL MUNICIPIO DE MISTRATÓ.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5087281&isFromPublicArea=True&isModal=true&asPopupView=true,ADRIAN CAMILO HERNANDEZ MANRIQUE,2024-02-21,2024-09-20
Santander,Bucaramanga,1111500930,0,0,Inversión,Aprobado,MEJORAMIENTO Y CONSTRUCCIÓN DE CUBIERTA PARA EL ESCENARIO DEPORTIVO DEL CENTRO EDUCATIVO LA LLANITA; VEREDA LA LLANITA; MUNICIPIO DE SIMACOTA; DEPARTAMENTO DE SANTANDER,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9303023&isFromPublicArea=True&isModal=true&asPopupView=true,INGENIARQ. INGENIERIA & ARQUITECTURA SAS,,2026-09-07
Antioquia,Medellín,1111145676,0,13,Inversión,Modificado,SUMINISTRO E INSTALACIÓN DE MOBILIARIO Y REDES PARA LAS DIFERENTES DEPENDENCIAS DE LA SEDE ADMINISTRATIVA DEL INDER MEDELLÍN,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5061003&isFromPublicArea=True&isModal=true&asPopupView=true,UT C&H2025-SNR,2024-03-12,2024-06-07
Cauca,Popayán,1110638968,1000932424,0,Inversión,En ejecución,Realizar la construcción de 17 viviendas con obras de saneamiento básico en el departamento del Huila; en el marco del proyecto de consolidación de las acciones para la GRS por flujo de lodos,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2909804&isFromPublicArea=True&isModal=true&asPopupView=true,YAMIL FABIAN HAMDANN GONZALEZ,2022-05-10,2022-12-31
Distrito Capital de Bogotá,Bogotá,1110309576,0,0,Inversión,Cancelado,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4294452&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO CONZEAR 2023,,
Distrito Capital de Bogotá,Bogotá,1109769499,0,17,Inversión,Modificado,MANTENIMIENTO DE LA CARRETERA EL BANCO - SAN JOSE; RUTA 4313,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4321659&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO OPERATIVO IJ,2023-08-03,2024-02-01
No Definido,No Definido,1108743409,0,0,Inversión,Cancelado,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.93404&isFromPublicArea=True&isModal=true&asPopupView=true,IGNACIO GOMEZ IHM SAS,,
Sucre,Corozal,1108259331,0,80,Inversión,En ejecución,CONSTRUCCIÓN DE PAVIMENTO RÍGIDO EN LA CALLE 31ª ENTRE CARRERA 28 Y 29 Y LA CARRERA 29 ENTRE CALLE 31 Y 32 EN EL MUNICIPIO DE COROZAL DEPARTAMENTO DE SUCRE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8045430&isFromPublicArea=True&isModal=true&asPopupView=true,ENCIVILES S.A.S,2025-10-14,2026-02-13
Cauca,Popayán,1108000000,621832257,192,Inversión,Modificado,realizar la construcción de la unidad de atención en salud UAS; para la localidad de Toez y sectores aledaños; resguardo de Toez; Municipio de Páez; departamento del Cauca,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8033045&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO UAS TÓEZ,2025-05-09,2026-08-15
Tolima,Armero,1107942875,0,117,Inversión,Modificado,CONSTRUCCIÓN DE VARIOS TRAMOS DE RED DE ALCANTARILLADO SANITARIO EN PVC Y EL MANTENIMIENTO Y/O REHABILITACIÓN DEL SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES NO CONVENCIONALES EXISTENTE; EN EL CENTRO POBLADO MÉNDEZ EN EL MUNICIPIO ARMERO GUAYABAL DEPARTAMENTO DEL TOLIMA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8698161&isFromPublicArea=True&isModal=true&asPopupView=true,DIEGO FERNANDO CESPEDES CONTRERAS,2026-01-16,2026-07-15
Distrito Capital de Bogotá,No Definido,1107812430,0,0,Inversión,Modificado,EJECUTAR A PRECIOS UNITARIOS FIJOS SIN FORMULA DE REAJUSTE LA CONSTRUCCIÓN DE PARQUES VECINALES Y DE BOLSILLO; EN LA LOCALIDAD DE RAFAEL URIBE URIBE; DE CONFORMIDAD CON LOS ESTUDIOS Y DISEÑOS; ANEXOS TECNICOS Y DEMÁS DOCUMENTOS QUE HACEN PARTE INTEGRAL DEL PROCESO DEL CONTRATO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2373811&isFromPublicArea=True&isModal=true&asPopupView=true,INCITECO S.A.S.,2022-02-07,2022-07-21
Distrito Capital de Bogotá,No Definido,1107682416,1107682416,0,Inversión,En ejecución,REALIZAR EL MANTENIMIENTO LADO AIRE Y ÁREAS NO CONCESIONADAS EN EL AEROPUERTO ALFONSO LOPEZ DE VALLEDUPAR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8136986&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO LADO AIRE VALLEDUPAR C&D,2025-08-15,2025-12-30
Caldas,Manizales,1106631906,0,0,Inversión,En ejecución,CONTRATAR EL SUMINISTRO; TRANSPORTE E INSTALACIÓN DE SEÑALIZACIÓN VIAL HORIZONTAL Y VERTICAL; ASÍ COMO DISPOSITIVOS PARA LA REGULACIÓN DEL TRÁNSITO; EN DIFERENTES PUNTOS DEL MUNICIPIO DE MANIZALES; DE CONFORMIDAD CON LA NORMATIVIDAD VIGENTE APLICABLE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10289346&isFromPublicArea=True&isModal=true&asPopupView=true,CORSEING SAS,2026-06-17,2026-12-20
Caldas,Manizales,1106482036,0,0,Inversión,Aprobado,EJECUTAR LA AMPLIACION; SEÑALIZACION Y LUCES DE LA PISTA PRINCIPAL; RED CONTRA INCENDIO Y ADECUACIONES TORRE DE CONTROL; DEL AEROPUERTO LA NUBIA DE MANIZALES CALDAS,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.723906&isFromPublicArea=True&isModal=true&asPopupView=true,MOVITIERRA CONSTRUCCIONES S.A.,2019-03-11,2019-05-11
Valle del Cauca,Cali,1106274632,0,22,Inversión,Modificado,"Construcción de obras para la adecuación de la Institución 
Educativa Eva Riascos Plata  sede Alfonso Barberena en 
desarrollo del proyecto Mejoramiento de la Infraestructura 
Física de las Sedes Educativas Oficiales de Santiago de Cali
BP 26002565",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2167106&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO ARES INGENIERIA,2021-09-15,2022-04-22
Tolima,Ibagué,1106118520,255258120,0,Inversión,En ejecución,CONSTRUCCIÓN E INSTALACIÓN DE ESTUFAS ECOEFICIENTES MÁS HUERTO LEÑERO; COMO INICIATIVA PARA LA ADAPTACIÓN; MITIGACIÓN; CONOCIMIENTO DEL CAMBIO CLIMÁTICO Y FOMENTO DE LA TRANSICIÓN HACIA UNA ECONOMÍA BAJA EN CARBONO EN LA SUBZONA HIDROGRÁFICA RÍO COELLO; RIO RECIO- RIO VENADILLO; RIO LAGUNILLA Y OTROS DIRECTOS AL MAGDALENA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8145018&isFromPublicArea=True&isModal=true&asPopupView=true,PRODIAC LTDA,2025-07-18,2026-07-18
Distrito Capital de Bogotá,Bogotá,1106000000,1106000000,0,Inversión,Modificado,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA CONSTRUCCIÓN DE CUBIERTA DEL POLIDEPORTIVO SAN LUIS DEL BARRIO VILLAS DE SAN LUIS EN EL CASCO URBANO DEL MUNICIPIO DE BOJACÁ; CUNDINAMARCA;,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4638984&isFromPublicArea=True&isModal=true&asPopupView=true,ALCALDIA MUNICIPAL DE BOJACA,2023-06-29,2025-01-13
Distrito Capital de Bogotá,Bogotá,1105510100,0,0,Inversión,En ejecución,"ADELANTAR ACCIONES INTEGRALES PARA EL FOMENTO Y LA
RECUPERACION AMBIENTAL DE LA LOCALIDAD DE USME A
TRAVES DE LA IMPLEMENTACION DE LOS COMPONENTES DE
JARDINERIA; IMPLEMENTACION DE MUROS VERDES; SIEMBRA
Y MANTENIMIENTO DE INDIVIDUOS ARBOREOS Y LA
RESTAURACION ECOLOGICA DE ACUERDO A LOS ESTUDIOS
PREVIOS Y ANEXOS TECNICOS",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2430626&isFromPublicArea=True&isModal=true&asPopupView=true,Consorcio Restauracion Ecologica,2022-02-22,2023-01-06
Huila,Neiva,1105407792,0,0,Inversión,Modificado,ADECUAR AULAS DE CLASE Y ESPACIOS COMPLEMENTARIOS PARA LA INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TIERRA DE PROMISIÓN; SEDE PRINCIPAL DEL MUNICIPIO DE NEIVA; QUE CONSTA DE ADECUACIÓN; PINTURA; CIELOS RASOS; INSTALACIONES ELÉCTRICAS; Y VARIOS,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.815201&isFromPublicArea=True&isModal=true&asPopupView=true,RAELJA INGENIERIA S.A.S,2019-09-10,2019-11-12
Distrito Capital de Bogotá,No Definido,1105033701,1105033603,0,Inversión,Modificado,MANTENIMIENTO A TODO COSTO DE VIVIENDAS Y ÁREAS COMUNES DEL INSTITUTO DE CASAS FISCALES DEL EJERCITO A NIVEL NACIONAL DEFINIDOS EN EL GRUPO No. 2 SECCIONALES VILLAVICENCIO; YOPAL; TOLEMAIDA Y LA ARANDIA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1430114&isFromPublicArea=True&isModal=true&asPopupView=true,COINCO,2020-10-27,2020-12-27
Distrito Capital de Bogotá,No Definido,1105000000,0,0,Inversión,Suspendido,LA CONSTRUCCION DE LA CASA DE LA CULTURA; EN LA LOCALIDAD DE RAFAEL URIBE URIBE EN BOGOTA D.C; INCLUYENDO ESTUDIOS Y DISEÑOS ;BAJO LA MODALIDAD DE LLAVE EN MANO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5201403&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO MABRIL 90 2023,2024-02-01,2025-10-08
Distrito Capital de Bogotá,No Definido,1104725537,1104705284,0,Inversión,Modificado,REALIZAR EL MANTENIMIENTO Y MEJORAMIENTO PISTA Y CALLES DE RODAJE EN EL AEROPUERTO SIMÓN BOLÍVAR DE SANTA MARTA DE LA REGIONAL.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8152801&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO PISTA CK 2025,2025-07-08,2025-12-30
Valle del Cauca,Cali,1103783773,0,51,Inversión,Modificado,REALIZAR LA CONSTRUCCION DE LA RED ALUMBRADO PUBLICO EN LA VIA ANTIGUA CALI - YUMBO EN EL SECTOR DENOMINADO MENGA - GECOLSA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2895679&isFromPublicArea=True&isModal=true&asPopupView=true,HR INGENIERIA LTDA,2022-07-25,2022-11-30
Antioquia,Puerto Triunfo,1103701433,539366590,30,Inversión,Modificado,ADMINISTRACIÓN DELEGADA DE RECURSOS PARA LA CONSTRUCCION DE PAVIMENTO RIGIDO EN EL SECTOR DE ARREBOLES AL BARRIO HORIZONTES DEL CORREGIMIENTO DE PUERTO PERALES EN EL MUNICIPIO DE PUERTO TRIUNFO; ANTIOQUIA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7419733&isFromPublicArea=True&isModal=true&asPopupView=true,Empresa Autonoma de El Peñol,2025-01-24,2025-10-16
Valle del Cauca,Cali,1103447286,0,245,Inversión,Modificado,EJECUTAR A PRECIOS UNITARIOS FIJOS; SIN FORMULA DE REAJUSTE LA ADECUACIÓN DE ESPACIOS DEPORTIVOS DEL DISTRITO DE SANTIAGO DE CALI EN LAS COMUNAS Y SEGÚN LOS BPs SIGUIENTES: COMUNA 5 B.P. 26004366; COMUNA 8 B.P. 26004410 Y COMUNA 12 B.P. 26004413 DE CONFORMIDAD CON LOS PLIEGOS DE CONDICIONES; ESTUDIOS PREVIOS; FORMULACIÓN DEL PROYECTO Y DEMÁS CONDICIONES ESTABLECIDAS EN EL PRESENTE PROCESO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4570414&isFromPublicArea=True&isModal=true&asPopupView=true,MAURICIO HOLGUIN GUERERO,2023-08-23,2024-12-30
Arauca,Arauca,1102714256,0,14,Inversión,Modificado,MEJORAMIENTO DE VIVIENDA EN EL MUNICIPIO DE ARAUCA; DEPARTAMENTO DE ARAUCA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5022374&isFromPublicArea=True&isModal=true&asPopupView=true,RAMIREZ & ASOCIADOS DE INGENERIA SAS,2023-11-01,2024-04-25
Antioquia,Medellín,1102188575,0,22,Inversión,Modificado,OBRAS PROVISIONALES DE ESTABILIZACIÓN DE TALUD; OBRAS COMPLEMENTARIAS Y DEMAS ACTIVIDADES NECESARIAS PARA CUMPLIR EL FALLO JUDICIAL DE LA JEP EN EL POLIGONO DE LA ESCOMBRERA COMUNA 13 DEL DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE MEDELLÍN,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8253565&isFromPublicArea=True&isModal=true&asPopupView=true,MOREAL INGENIEROS SAS,2025-06-17,2025-09-05
Antioquia,Medellín,1102051000,1102050996,0,Inversión,Modificado,5_9206_0929 CONTRATAR LAS ADECUACIONES Y MANTENIMIENTOS NECESARIOS PARA LAS CUBIERTAS Y LUMINARIAS DEL CENTRO TEXTIL Y DE GESTIÓN INDUSTRIAL,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4899971&isFromPublicArea=True&isModal=true&asPopupView=true,SOTARCO S.A.S,2023-10-04,2023-12-30
Antioquia,Medellín,1101751090,0,0,Inversión,Cancelado,ADECUACIÓN Y MANTENIMIENTO DE OBRAS CIVILES; ELÉCTRICAS; DE VOZ Y DATOS Y REDES HIDROSANITARIAS DE LOS CENTROS DEL VALLE DEL SOFTWARE. LOTE 5,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4341183&isFromPublicArea=True&isModal=true&asPopupView=true,INSEREL Ingeniería en Servicios Eléctricos de Comunicaciones y de Gas Ltda,,2023-12-25
Distrito Capital de Bogotá,No Definido,1101705656,0,0,Inversión,Aprobado,63600C1153 REALIZAR MANTENIMIENTO DEL CERRAMIENTO DEL AEROPUERTO VANGUARDIA DE VILLAVICENCIO Y SUS AREAS CONEXAS,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10400941&isFromPublicArea=True&isModal=true&asPopupView=true,GERMAN  TORRES SAS,,2026-11-30
Bolívar,Cartagena,1101338568,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10398313&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO NOE.,,
Distrito Capital de Bogotá,No Definido,1101269659,1101190086,31,Inversión,Modificado,"MANTENIMIENTO A TODO
COSTO DE LAS CUBIERTAS DE LOS EDIFICIOS DE APARTAMENTOS DE VIVIENDAS
FISCALES PARA EL PERSONAL DE OFICIALES Y SUBOFICIALES EN BOGOTA Y A NIVEL
NACIONAL GRUPO 1",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4883488&isFromPublicArea=True&isModal=true&asPopupView=true,CBC INGENIERIA,2023-12-01,2024-04-02
Cauca,Popayán,1101180910,0,0,Inversión,Suspendido,AUNAR ESFUERZOS TECNICOS; ADMINISTRATIVOS Y FINANCIEROS ENTRE EL MUNICIPIO DE POPAYAN Y LA EMPRESA DE SERVICIOS PUBLICOS MIXTA CIUDAD MODERNA SAS ESP; CON EL FIN DE DAR CUMPLIMIENTO A LOS OBJETIVOS Y ACTIVIDADES ENMARCADAS EN EL PROYECTO FORTALECIMIENTO A LA INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE POPAYAN; ENTRE ELLOS; EL MOVIMIENTO Y/O TRASLADO DE POSTEADURA Y REDES DE BAJA Y MEDIA TENSION DE LOS TRAMOS 1; 2 Y PARTE DEL 3; DE ACUERDO AL DISEÑO GEOMETRICO DE LA CONSTRUCCION DE LA DIAGONAL 31N EN,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8733878&isFromPublicArea=True&isModal=true&asPopupView=true,EMPRESA DE SERVICIOS PUBLICOS MIXTA CIUDAD MODERNA SAS ESP,2025-09-18,2025-12-31
Santander,No Definido,1101179495,0,0,Inversión,En ejecución,ADECUACION DE OFICINAS ADMINISTRATIVAS DEL DISTRITO DE BARRANCABERMEJA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9201646&isFromPublicArea=True&isModal=true&asPopupView=true,UT ADECUACIONES 2025,2026-06-16,2026-10-15
Cundinamarca,Anolaima,1101145354,0,0,Inversión,Suspendido,MEJORAMIENTO Y EMBELLECIMIENTO DEL ESPACIO PÚBLICO Y FACHADAS DENTRO DEL PROYECTO DEPARTAMENTAL PUEBLOS DORADOS EN CUMPLIMIENTO DE LOS CONVENIOS ICCU - CTO 562 DE 2024 Y ICCU - CTO 864 DE 2024 EN EL MUNICIPIO DE ANOLAIMA CUNDINANAMRCA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8843290&isFromPublicArea=True&isModal=true&asPopupView=true,ESTRATEGAS SPI EU,2025-11-07,2026-06-30
Distrito Capital de Bogotá,Bogotá,1101050379,1101050379,0,Inversión,En ejecución,MANTENIMIENTO PREVENTIVO Y CORRECTIVO Y/O MEJORAS LOCATIVAS DE INSTALACIONES POLICIALES A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE - LOTE 2: MANTENIMIENTO PREVENTIVO Y CORRECTIVO Y/O MEJORAS LOCATIVAS DE LAS INSTALACIONES DEL DISTRITO ESPECIAL DE POLICÍA SOACHA - CUNDINAMARCA; A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1996929&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO SGA,2021-07-30,2021-12-31
