id_contrato,sobrecosto,tfidf_desarrollo,interaccion_prob_x_impacto,tfidf_insumos,prob_std,tfidf_expedicion,tfidf_materiales,imp_promedio,tfidf_cualquier,tfidf_ejecucion,tfidf_contrato,prop_tipo_operacional,prob_promedio,prop_cate_bajo,valor_inicial,tfidf_riesgo,tfidf_tecnicas,tfidf_municipio,tfidf_obras,tfidf_informacion,prop_fuen_externo,tfidf_cuando,tfidf_disenos,tfidf_ejecucion contrato,tfidf_calidad,tfidf_manejo,prop_cate_alto,tfidf_pago,prop_tipo_economico,prop_asig_entidad,tfidf_falta,anio,ipc,trm
C-011,53.46,0.0,3.633217993079585,0.0,0.5830655176940885,0.0755077717194053,0.2672478643273521,1.6470588235294117,0.0,0.0754768714099205,0.1796747036001198,0.7058823529411765,2.2058823529411766,0.7058823529411765,29644842809,0.0,0.057865275486168,0.0393057792018047,0.3214979437087424,0.0,1.0,0.0,0.2391649054925555,0.0505004968503379,0.1209208810334901,0.0,0.0294117647058823,0.0,0.0294117647058823,0.2058823529411764,0.1560395785157014,2019,3.8,3281.1
C-012,17.61,0.2936150439092202,5.833333333333334,0.1167706088209428,0.5,0.0,0.0960486266286169,2.333333333333333,0.0,0.0,0.0,0.3333333333333333,2.5,0.3333333333333333,28827446286,0.1234508204134344,0.1247803477252523,0.0,0.1980789483941385,0.0,0.9166666666666666,0.0,0.1289334571567529,0.0,0.0,0.0,0.1666666666666666,0.1349004592054896,0.1666666666666666,0.4166666666666667,0.0,2018,3.18,2955.7
C-013,22.75,0.0,2.953125,0.154404038311204,0.6817945071647321,0.0,0.1905055044516092,2.25,0.0923940543355303,0.2152123385317474,0.051231870657132,0.0,1.3125,0.875,28393419604,0.0,0.0824975984333472,0.0,0.1309584228655931,0.0,0.6875,0.0861974837404168,0.0852433958315407,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,2019,3.8,3281.1
C-014,23.52,0.0,6.3,0.0,0.82915619758885,0.131695075353586,0.0,3.6,0.0,0.0,0.1253501359710757,0.6,1.75,0.2,28109635150,0.0998489943027185,0.3027730116507373,0.0685542353580376,0.0801047077834668,0.1187402673724708,0.4,0.0,0.1042834384247918,0.0,0.0,0.1038998473635628,0.0,0.0,0.05,0.25,0.0,2019,3.8,3281.1
C-015,35.91,0.0,6.854400000000001,0.1044841035522088,0.6997142273814361,0.2913845312916999,0.085942470901222,2.72,0.0,0.0,0.0693364776913964,0.44,2.52,0.24,26787663741,0.0,0.1116510644643278,0.0758405114398939,0.1772372480069998,0.0,0.68,0.116658436082109,0.1153671872137601,0.0,0.116658436082109,0.1149428262371488,0.4,0.0,0.08,0.44,0.2007189388738864,2019,3.8,3281.1
C-016,48.09,0.0,9.732426303854876,0.0,0.5259695722470125,0.0,0.0,3.523809523809524,0.0,0.1445711689699255,0.1376622080304192,0.6190476190476191,2.761904761904762,0.0952380952380952,25111685227,0.2193126145232218,0.0,0.0,0.2639181248989175,0.0,0.6190476190476191,0.0,0.0,0.0,0.1158081462395327,0.0,0.5238095238095238,0.0,0.0476190476190476,0.3333333333333333,0.0996279780820572,2019,3.8,3281.1
C-017,53.1,0.0,9.037037037037036,0.0,0.4714045207910317,0.0,0.1004532756391844,3.388888888888889,0.0,0.0,0.1620869456590169,0.5555555555555556,2.6666666666666665,0.0555555555555555,23879922977,0.0,0.0,0.0,0.2071625581726729,0.0,0.8333333333333334,0.0,0.1348461562179318,0.0,0.1363554237213077,0.0,0.5555555555555556,0.1410867962206149,0.1666666666666666,0.3333333333333333,0.0,2019,3.8,3281.1
C-018,49.97,0.0,9.863945578231291,0.0,0.5259695722470125,0.0,0.0,3.571428571428572,0.0,0.1512959835292379,0.1440656481314164,0.6666666666666666,2.761904761904762,0.0952380952380952,23505672617,0.2295140722114655,0.0,0.0,0.2761944346322633,0.0,0.6190476190476191,0.0,0.0,0.0,0.1211950315602192,0.0,0.5714285714285714,0.0,0.0952380952380952,0.3333333333333333,0.1042622331848878,2019,3.8,3281.1
C-019,11.18,0.0,7.5225,0.0,0.4974937185533101,0.0,0.0802033532834589,2.95,0.0,0.0679537499503283,0.0647062849997097,0.6,2.55,0.2,21852074715,0.1030849696689109,0.1041951630410873,0.0,0.2481023899097247,0.0,0.85,0.0,0.1076631283275401,0.0,0.1088681494082591,0.1072671055815105,0.2,0.2252914917689233,0.15,0.4,0.0,2018,3.18,2955.7
C-020,15.13,0.0,7.109375,0.0798935061912518,0.5266343608235224,0.0,0.1971470806831583,3.25,0.0,0.0,0.0530179627463537,0.5,2.1875,0.03125,21760773530,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0882152286574793,0.0,0.0,0.263672226321843,0.3125,0.092297803202029,0.0625,0.15625,0.1534792302410803,2020,1.61,3693.4
C-021,19.95,0.1057640329631152,6.949704142011835,0.0,0.5044183480232309,0.0,0.2075879350913325,3.1153846153846154,0.0,0.0586275513279596,0.0558257792665603,0.5384615384615384,2.230769230769231,0.0769230769230769,21318009743,0.0,0.0,0.0610624564742192,0.0,0.0,0.9230769230769232,0.0,0.1857741651274703,0.0,0.0,0.0925454112963384,0.2692307692307692,0.0,0.0384615384615384,0.2692307692307692,0.0808037237344565,2020,1.61,3693.4
C-022,47.64,0.0,4.789115646258503,0.0,0.5471012044321932,0.176323170086887,0.1040113478037271,2.095238095238096,0.0,0.0,0.0,0.4285714285714285,2.2857142857142856,0.1904761904761904,21221757249,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.139622430081394,0.0,0.1411851560972817,0.0,0.3809523809523809,0.1460841146178784,0.0476190476190476,0.2857142857142857,0.1214594317750178,2019,3.8,3281.1
C-023,17.11,0.1644281681355921,8.399305555555555,0.2615721189877697,0.9119195261766372,0.3647352405724722,0.1075769110343395,3.4166666666666665,0.0,0.0,0.1735813274583372,0.3333333333333333,2.458333333333333,0.2083333333333333,20365882350,0.0,0.1397571713125776,0.0949319686345237,0.0,0.3288563362711842,0.375,0.0,0.0,0.0,0.0,0.1438775737127832,0.5,0.0,0.0416666666666666,0.6666666666666666,0.376869373262971,2021,5.62,3743.1
C-024,19.56,0.0,6.203703703703704,0.0,0.816496580927726,0.0,0.0,3.7222222222222223,0.0,0.0546785119933931,0.1041309238413104,0.6111111111111112,1.6666666666666667,0.0,20271106341,0.0,0.1676798256508321,0.0569494066022736,0.0,0.0986399706938705,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0555555555555555,0.1111111111111111,0.0,2019,3.8,3281.1
C-025,70.0,0.0,6.388888888888889,0.0,0.6666666666666666,0.0,0.2551017275056335,3.8333333333333335,0.0,0.0,0.0,0.4444444444444444,1.6666666666666667,0.1666666666666666,19898010001,0.0,0.0,0.2251162350854937,0.0,0.0,0.4444444444444444,0.0,0.3424426648091354,0.0,0.0,0.0,0.3888888888888889,0.0,0.1666666666666666,0.1111111111111111,0.0,2019,3.8,3281.1
C-026,44.22,0.0,6.148760330578512,0.1244641058215277,0.5749595745760689,0.0,0.1023768442198318,2.1818181818181817,0.0,0.0,0.0,0.7272727272727273,2.8181818181818183,0.3181818181818182,19387028406,0.0,0.0,0.0903431347017972,0.1055647454564069,0.0,0.9545454545454546,0.0,0.1374283102360204,0.0,0.1389664785346248,0.0,0.3181818181818182,0.1437884515586545,0.0909090909090909,0.0909090909090909,0.0,2022,13.12,4255.4
C-027,1.25,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,2.0,0.0,19382081781,0.0,0.0,0.7281450603115635,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1866730202722438,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2020,1.61,3693.4
C-028,2.865528154529257,0.0,8.1225,0.2450525598818327,0.852936105461599,0.0854251063982659,0.302348708285431,2.85,0.0733186767017994,0.2561704427496835,0.0813094086746704,0.8,2.85,0.2,16978453631,0.0647678809489919,0.1309308221553701,0.0,0.1558817556472507,0.0,0.55,0.0684014300305676,0.0,0.1142666567525451,0.0684014300305676,0.067395500492071,0.4,0.0,0.0,0.0,0.1176894094785271,2019,3.8,3281.1
C-029,55.70430296245156,0.1829956856035494,7.818181818181818,0.0,0.8528028654224418,0.0,0.0,3.909090909090909,0.0,0.0253597292244396,0.0,1.0,2.0,0.1818181818181818,16932183053,0.0,0.1166540973743076,0.0264129633063292,0.061726389224495,0.0,0.1818181818181818,0.3250289253708452,0.0401789126256942,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.1818181818181818,0.0349521770535723,2019,3.8,3281.1
C-030,16.284867383082652,0.0,6.342560553633217,0.0,0.5703152773430975,0.0,0.0,2.764705882352941,0.1232317738039876,0.0717605651481104,0.1366623500132956,0.0588235294117647,2.294117647058824,0.1764705882352941,16930449221,0.0,0.0,0.07474090741757,0.0873337513997031,0.0,0.2352941176470588,0.0,0.341083469567693,0.0,0.1149670170355013,0.1132762816468236,0.3529411764705882,0.3568687110913593,0.7058823529411765,0.3529411764705882,0.0,2018,3.18,2955.7
