feature,importance,cumsum,pct
prop_tipo_predial,0.0,0.9999999999999991,0.0
prop_tipo_imagen,0.0,0.9999999999999991,0.0
prop_tipo_seguridad,0.0,0.9999999999999991,0.0
prop_tipo_tributario,0.0,0.9999999999999991,0.0
prop_clas_a. juridico - documental - regulatorio,0.0,0.9999999999999991,0.0
prop_clas_administrativos,0.0,0.9999999999999991,0.0
prop_clas_b. financieros y/o de mercado,0.0,0.9999999999999991,0.0
prop_clas_c. estudios y/o disenos,0.0,0.9999999999999991,0.0
prop_clas_contractual - ejecucion,0.0,0.9999999999999991,0.0
prop_clas_d. sociales y ambientales,0.0,0.9999999999999991,0.0
prop_tipo_construccion,0.0,0.9999999999999991,0.0
prop_tipo_administrativo,0.0,0.9999999999999991,0.0
prop_tipo_contratacion,0.0,0.9999999999999991,0.0
prop_tipo_ejecucion,0.0,0.9999999999999991,0.0
prop_asig_edu,0.0,0.9999999999999991,0.0
prop_asig_desur,0.0,0.9999999999999991,0.0
prop_asig_privado,0.0,0.9999999999999991,0.0
prop_clas_de la naturaleza,0.0,0.9999999999999991,0.0
prop_clas_no especificado,0.0,0.9999999999999991,0.0
prop_clas_poscontractual,0.0,0.9999999999999991,0.0
prop_clas_riesgos financieros y legales,0.0,0.9999999999999991,0.0
prop_clas_precontractual - perfeccionamiento,0.0,0.9999999999999991,0.0
prop_clas_riesgos operacionales,0.0,0.9999999999999991,0.0
prop_clas_riesgos posteriores a la entrega de los bienes,0.0,0.9999999999999991,0.0
prop_clas_riesgos sociales o politicos,0.0,0.9999999999999991,0.0
prop_etap_planeacion / seleccion / ejecucion,0.0,0.9999999999999991,0.0
prop_cate_no especificado,0.0,0.9999999999999991,0.0
prop_etap_planeacion / seleccion / contratacion / ejecucion,0.0,0.9999999999999991,0.0
prop_etap_planeacion / seleccion / contratacion,0.0,0.9999999999999991,0.0
prop_etap_planeacion / seleccion,0.0,0.9999999999999991,0.0
prop_etap_planeacion / perfeccionamiento,0.0,0.9999999999999991,0.0
prop_etap_planeacion / ejecucion,0.0,0.9999999999999991,0.0
prop_etap_planeacion / contratacion,0.0,0.9999999999999991,0.0
prop_etap_liquidacion / contratacion,0.0,0.9999999999999991,0.0
prop_etap_contratacion / perfeccionamiento,0.0,0.9999999999999991,0.0
prop_etap_liquidacion / contractural,0.0,0.9999999999999991,0.0
prop_etap_liquidacion,0.0,0.9999999999999991,0.0
prop_etap_ejecucion / operacion,0.0,0.9999999999999991,0.0
prop_etap_seleccion / contratacion / ejecucion,0.0,0.9999999999999991,0.0
prop_etap_pos / entrega,0.0,0.9999999999999991,0.0
prop_etap_seleccion / ejecucion,0.0,0.9999999999999991,0.0
prop_etap_ejecucion / liquidacion,0.0,0.9999999999999991,0.0
