fila,url,entidad,municipio,departamento,tipo,pass,body_len,timestamp
1493,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6420,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4928,2026-07-19T19:20:56.225352
1502,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-12-13851443,SANTANDER - ALCALDÍA MUNICIPIO DE PUERTO WILCHES,Puerto Wilches,Santander,ESTUDIOS_PREVIOS,2,6556,2026-07-19T19:21:10.064215
1503,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19291,CASANARE - ALCALDÍA MUNICIPIO DE MONTERREY,Monterrey,Casanare,MATRIZ_RIESGO,2,12953,2026-07-19T19:21:13.863137
1504,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-21-39027,SANTANDER - ALCALDÍA MUNICIPIO DE COROMORO,Coromoro,Santander,MATRIZ_RIESGO,2,10266,2026-07-19T19:21:17.669278
1505,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-22-38150,SANTANDER - E.S.E. HOSPITAL REGIONAL DE SAN GIL,San Gil,Santander,SIN_DOCUMENTO,2,4877,2026-07-19T19:21:21.409051
1522,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6406,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4925,2026-07-19T19:21:51.532127
1526,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4319,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4799,2026-07-19T19:21:54.737227
1527,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6398,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4878,2026-07-19T19:21:57.966564
1528,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31583,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE PUERTO SALGAR,Puerto Salgar,Cundinamarca,ESTUDIOS_PREVIOS,2,8864,2026-07-19T19:22:01.247495
1540,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7090,ANTIOQUIA - ALCALDÍA MUNICIPIO DE PUERTO TRIUNFO,Puerto Triunfo,Antioquia,ESTUDIOS_PREVIOS,2,8452,2026-07-19T19:22:32.919125
1541,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-211574,ANTIOQUIA - ALCALDÍA MUNICIPIO DE REMEDIOS,Remedios,Antioquia,MATRIZ_RIESGO,2,10445,2026-07-19T19:22:36.519422
1547,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8832336,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANZA,Anza,Antioquia,ESTUDIOS_PREVIOS,2,4796,2026-07-19T19:22:40.216542
1548,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-211525,ANTIOQUIA - ALCALDÍA MUNICIPIO DE REMEDIOS,Remedios,Antioquia,MATRIZ_RIESGO,2,10432,2026-07-19T19:22:43.753065
484,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-207573,SANTANDER - ALCALDÍA MUNICIPIO DE EL GUACAMAYO,El Guacamayo,Santander,MATRIZ_RIESGO,3,17113,2026-07-19T19:23:11.841530
485,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11670334,ANTIOQUIA - EMPRESA DE SERVICIOS PÚBLICOS DE FRONTINO,Frontino,Antioquia,ESTUDIOS_PREVIOS,3,5057,2026-07-19T19:23:14.966298
486,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-203823,SANTANDER - ALCALDÍA MUNICIPIO DE BARRANCABERMEJA,Barrancabermeja,Santander,MATRIZ_RIESGO,3,12886,2026-07-19T19:23:18.228208
487,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10185,HUILA - GOBERNACIÓN,Neiva,Huila,BLOQUEADA,3,253,2026-07-19T19:23:20.692747
488,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-30043,HUILA - ALCALDÍA MUNICIPIO DE GARZÓN,Garzón,Huila,BLOQUEADA,3,252,2026-07-19T19:23:24.081554
489,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-29054,BOYACÁ - ALCALDÍA MUNICIPIO DE SABOYÁ,Saboyá,Boyacá,ESTUDIOS_PREVIOS,3,9085,2026-07-19T19:23:27.800044
490,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21634,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN VICENTE,San Vicente,Antioquia,MATRIZ_RIESGO,3,13203,2026-07-19T19:23:31.644991
491,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21233,GUAVIARE - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL GUAVIARE,San José del Guaviare,Guaviare,ESTUDIOS_PREVIOS,3,15098,2026-07-19T19:23:35.698490
492,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9750415,CAS - CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS,3,10242,2026-07-19T19:23:38.926606
493,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-200755,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,BLOQUEADA,3,252,2026-07-19T19:23:41.284249
494,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-11-12548092,SANTANDER - ALCALDÍA MUNICIPIO DE SAN VICENTE CHUCURÍ,San Vicente de Chucurí,Santander,BLOQUEADA,3,252,2026-07-19T19:23:43.563510
499,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-221118,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SANTUARIO,El Santuario,Antioquia,BLOQUEADA,3,252,2026-07-19T19:23:45.842294
500,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-193038,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ITAGÜÍ,Itagüí,Antioquia,BLOQUEADA,3,252,2026-07-19T19:23:48.153559
505,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-21-41678,CASANARE - ALCALDÍA MUNICIPIO DE TAURAMENA,Tauramena,Casanare,MATRIZ_RIESGO,3,11008,2026-07-19T19:23:52.291087
506,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3869,CASANARE - GOBERNACIÓN,Yopal,Casanare,BLOQUEADA,3,253,2026-07-19T19:23:54.712811
507,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-11525,CAUCA - ALCALDÍA MUNICIPIO DE TOTORO,Totoró,Cauca,BLOQUEADA,3,251,2026-07-19T19:23:57.113599
508,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6916,NORTE DE SANTANDER - GOBERNACIÓN,San José de Cúcuta,Norte De Santander,BLOQUEADA,3,253,2026-07-19T19:24:04.548308
509,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6941,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TOCANCIPÁ,Tocancipá,Cundinamarca,BLOQUEADA,3,253,2026-07-19T19:24:06.949666
510,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3496,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SIBATÉ,Sibaté,Cundinamarca,BLOQUEADA,3,252,2026-07-19T19:24:09.463312
515,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-217785,TOLIMA - ALCALDÍA MUNICIPIO DE PURIFICACIÓN,Purificación,Tolima,BLOQUEADA,3,253,2026-07-19T19:24:12.207994
516,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-11-12668037,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE VILLAGÓMEZ,Villagómez,Cundinamarca,BLOQUEADA,3,253,2026-07-19T19:24:14.638443
517,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11390780,CORPOCALDAS - CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS,Manizales,Caldas,BLOQUEADA,3,253,2026-07-19T19:24:17.058393
518,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-33289,SANTANDER - ALCALDÍA MUNICIPIO DE CABRERA,Cabrera,Santander,BLOQUEADA,3,253,2026-07-19T19:24:19.696294
519,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-205311,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENVIGADO,Envigado,Antioquia,MATRIZ_RIESGO,3,8478,2026-07-19T19:24:23.100444
528,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199542,SANTANDER - INSTITUTO DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANA DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS,3,11309,2026-07-19T19:24:26.482845
529,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-11020,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,3,4620,2026-07-19T19:24:29.756288
530,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8812473,ANTIOQUIA - EMPRESA DE DESARROLLO URBANO EDU - MEDELLIN,Medellín,Antioquia,MATRIZ_RIESGO,3,7714,2026-07-19T19:24:32.983125
531,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-34453,CASANARE - ALCALDÍA MUNICIPIO DE TRINIDAD,Trinidad,Casanare,BLOQUEADA,3,252,2026-07-19T19:24:35.307970
539,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9053,BOYACÁ - ALCALDÍA MUNICIPIO DE SOGAMOSO,Sogamoso,Boyacá,BLOQUEADA,3,252,2026-07-19T19:24:37.594667
540,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-26013,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO,Gachalá,Cundinamarca,BLOQUEADA,3,252,2026-07-19T19:24:39.929230
541,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7247,BOYACÁ - EMPRESAS PUBLICAS DE BOYACÁ S.A E.S.P,Tunja,Boyacá,BLOQUEADA,3,252,2026-07-19T19:24:42.255468
542,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15660,META - ALCALDÍA MUNICIPIO DE SAN MARTÍN DE LOS LLANOS,San Martín,Meta,BLOQUEADA,3,252,2026-07-19T19:24:44.599505
548,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31692,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SASAIMA,Sasaima,Cundinamarca,BLOQUEADA,3,252,2026-07-19T19:24:47.120052
549,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-11-13650972,META - ALCALDÍA MUNICIPIO DE SAN MARTÍN DE LOS LLANOS,San Martín,Meta,BLOQUEADA,3,252,2026-07-19T19:24:49.686169
550,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4150,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,252,2026-07-19T19:24:51.999404
551,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9521325,ANTIOQUIA - TERMINALES DE TRANSPORTE DE MEDELLÍN S.A.,Medellín,Antioquia,BLOQUEADA,3,252,2026-07-19T19:24:54.426468
552,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8636,BOYACÁ - ALCALDÍA MUNICIPIO DE RAMIRIQUÍ,Ramiriquí,Boyacá,BLOQUEADA,3,252,2026-07-19T19:24:56.705871
553,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-219479,GUAINÍA - ALCALDÍA MUNICIPIO DE INÍRIDA,Inírida,Guainía,BLOQUEADA,3,252,2026-07-19T19:24:59.039582
554,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9082783,CAR - CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA,Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,252,2026-07-19T19:25:01.472194
555,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-21-35938,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE UBAQUE,Ubaque,Cundinamarca,BLOQUEADA,3,252,2026-07-19T19:25:03.818448
556,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-204738,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN JERÓNIMO,San Jerónimo,Antioquia,BLOQUEADA,3,252,2026-07-19T19:25:06.191136
557,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-194510,LA GUAJIRA - ALCALDÍA MUNICIPIO DE SAN JUAN DEL CESAR,San Juan del Cesar,La Guajira,BLOQUEADA,3,252,2026-07-19T19:25:08.538543
558,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6592,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,252,2026-07-19T19:25:10.866332
559,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8524041,ANTIOQUIA - EMPRESA DE DESARROLLO URBANO EDU - MEDELLIN,Medellín,Antioquia,MATRIZ_RIESGO,3,6480,2026-07-19T19:25:14.093917
560,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14739,SANTANDER - UNIDADES TECNOLÓGICAS DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS,3,9878,2026-07-19T19:25:17.266501
565,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-18939,CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,Cali,Valle del Cauca,ESTUDIOS_PREVIOS,3,7723,2026-07-19T19:25:20.731526
570,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21175,ANTIOQUIA - ALCALDÍA MUNICIPIO DE PUERTO TRIUNFO,Puerto Triunfo,Antioquia,ESTUDIOS_PREVIOS,3,10921,2026-07-19T19:25:23.921847
571,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-11-13034516,SANTANDER - ALCALDÍA MUNICIPIO DE GALÁN,Galán,Santander,MATRIZ_RIESGO,3,22136,2026-07-19T19:25:27.816952
572,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-10074,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,3,4893,2026-07-19T19:25:31.533286
573,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3643,BOGOTÁ D.C. - SECRETARÍA DISTRITAL DE MOVILIDAD,Bogotá D.C.,Bogotá D.C.,MATRIZ_RIESGO,3,10830,2026-07-19T19:25:35.344389
578,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-7798,BOYACÁ - ALCALDÍA MUNICIPIO DE SANTANA,Santana,Boyacá,ESTUDIOS_PREVIOS,3,17590,2026-07-19T19:25:38.908166
579,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6456,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,253,2026-07-19T19:25:41.370613
584,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-30440,SANTANDER - ALCALDÍA MUNICIPIO DE SAN VICENTE CHUCURÍ,San Vicente de Chucurí,Santander,BLOQUEADA,3,253,2026-07-19T19:25:43.861022
585,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10290,SANTANDER - ALCALDÍA MUNICIPIO DE SABANA DE TORRES,Sabana de Torres,Santander,BLOQUEADA,3,253,2026-07-19T19:25:46.621580
586,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-186225,BOYACÁ - ALCALDÍA MUNICIPIO DE DUITAMA,Duitama,Boyacá,BLOQUEADA,3,253,2026-07-19T19:25:49.041243
587,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4564,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,253,2026-07-19T19:25:51.459849
588,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-32657,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE EL ROSAL,El Rosal,Cundinamarca,BLOQUEADA,3,252,2026-07-19T19:25:54.202361
589,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11891812,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,Neiva,Huila,BLOQUEADA,3,253,2026-07-19T19:25:56.785917
590,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11799036,ANTIOQUIA - EMPRESA DE DESARROLLO SOSTENIBLE DEL ORIENTE EDESO - RIONEGRO,Rionegro,Antioquia,BLOQUEADA,3,253,2026-07-19T19:25:59.204394
591,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8397207,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,253,2026-07-19T19:26:01.620165
603,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9266628,ANTIOQUIA - EMPRESA DE SERVICIOS PÚBLICOS DE SAN JOSÉ DE LA MARINILLA E.S.P.,Marinilla,Antioquia,BLOQUEADA,3,253,2026-07-19T19:26:04.043021
604,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10770330,SANTANDER - E.S.P. AGUAS DE BARRANCABERMEJA S.A. - BARRANCABERMEJA,Barrancabermeja,Santander,BLOQUEADA,3,253,2026-07-19T19:26:06.458217
605,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7426,CASANARE - ALCALDÍA MUNICIPIO DE SABANALARGA,Sabanalarga,Casanare,BLOQUEADA,3,252,2026-07-19T19:26:08.869753
606,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7492711,INSTITUTO NACIONAL DE CANCEROLOGÍA,Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,3,4824,2026-07-19T19:26:12.161374
611,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12070843,NORTE DE SANTANDER - EIS CÚCUTA S.A. E.S.P. - EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE CÚCUTA,San José de Cúcuta,Norte De Santander,ESTUDIOS_PREVIOS,3,11527,2026-07-19T19:26:15.352485
616,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4267,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,3,4740,2026-07-19T19:26:18.436612
617,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-11183,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,3,5159,2026-07-19T19:26:21.642780
618,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10204,SUCRE - ALCALDÍA MUNICIPIO DE SINCELEJO,Sincelejo,Sucre,BLOQUEADA,3,252,2026-07-19T19:26:23.991991
619,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-13866,HUILA - GOBERNACIÓN,Neiva,Huila,BLOQUEADA,3,252,2026-07-19T19:26:26.284249
620,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11988929,SANTANDER - E.S.P. AGUAS DE BARRANCABERMEJA S.A. - BARRANCABERMEJA,Barrancabermeja,Santander,BLOQUEADA,3,252,2026-07-19T19:26:28.560383
621,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-187110,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE FACATATIVÁ,Facatativá,Cundinamarca,BLOQUEADA,3,252,2026-07-19T19:26:30.884910
622,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4145,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,252,2026-07-19T19:26:33.175341
623,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-26997,ANTIOQUIA - ALCALDÍA MUNICIPIO DE PUERTO NARE,Puerto Nare,Antioquia,BLOQUEADA,3,252,2026-07-19T19:26:35.673112
624,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11904538,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,Neiva,Huila,BLOQUEADA,3,252,2026-07-19T19:26:38.135445
633,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6655,ANTIOQUIA - ALCALDÍA MUNICIPIO DE CIUDAD BOLÍVAR,Ciudad Bolívar,Antioquia,BLOQUEADA,3,252,2026-07-19T19:26:40.429719
634,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-24718,VICHADA - ALCALDÍA MUNICIPIO DE CUMARIBO,Cumaribo,Vichada,BLOQUEADA,3,252,2026-07-19T19:26:42.722763
635,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-5137,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE TIBÚ,Tibú,Norte De Santander,BLOQUEADA,3,252,2026-07-19T19:26:45.081216
640,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6333,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,252,2026-07-19T19:26:47.393071
641,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-2792,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SANTA ROSA DE OSOS,Santa Rosa de Osos,Antioquia,BLOQUEADA,3,252,2026-07-19T19:26:49.669659
642,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-4551,VALLE DEL CAUCA - GOBERNACIÓN,Cali,Valle del Cauca,BLOQUEADA,3,252,2026-07-19T19:26:52.010094
643,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-214597,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SANTUARIO,El Santuario,Antioquia,BLOQUEADA,3,252,2026-07-19T19:26:54.312902
644,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8522,CHOCÓ - ALCALDÍA MUNICIPIO DE EL CARMEN DE ATRATO,El Carmen de Atrato,Chocó,BLOQUEADA,3,252,2026-07-19T19:26:56.593766
645,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-193010,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS,3,39275,2026-07-19T19:27:02.042314
658,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21569,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE LABATECA,Labateca,Norte De Santander,MATRIZ_RIESGO,3,12892,2026-07-19T19:27:05.877273
659,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11800866,ANTIOQUIA - EMPRESAS PÚBLICAS DE LA CEJA DEL TAMBO E.S.P.,Medellín,Antioquia,SIN_DOCUMENTO,3,11281,2026-07-19T19:27:09.487668
660,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9015,BOYACÁ - ALCALDÍA MUNICIPIO DE SÁCHICA,Sáchica,Boyacá,ESTUDIOS_PREVIOS,3,6254,2026-07-19T19:27:13.114360
661,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-194557,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,BLOQUEADA,3,253,2026-07-19T19:27:15.525588
662,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20468,META - ALCALDÍA MUNICIPIO DE CUMARAL,Cumaral,Meta,BLOQUEADA,3,253,2026-07-19T19:27:17.939814
663,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9000,SANTANDER - INSTITUTO DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANA DE BUCARAMANGA,Bucaramanga,Santander,BLOQUEADA,3,253,2026-07-19T19:27:20.438710
664,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-193148,SANTANDER - ALCALDÍA MUNICIPIO DE PUERTO WILCHES,Puerto Wilches,Santander,BLOQUEADA,3,253,2026-07-19T19:27:23.189842
665,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12593073,ANTIOQUIA - EMPRESA DE SERVICIOS PÚBLICOS DE SAN JOSÉ DE LA MARINILLA E.S.P.,Marinilla,Antioquia,BLOQUEADA,3,253,2026-07-19T19:27:25.605880
666,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-2440,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE UBATÉ,Villa de San Diego de Ubate,Cundinamarca,BLOQUEADA,3,252,2026-07-19T19:27:28.089379
667,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-192447,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CAJICÁ,Cajicá,Cundinamarca,BLOQUEADA,3,253,2026-07-19T19:27:30.714194
668,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10964,ANTIOQUIA - ALCALDÍA MUNICIPIO DE YONDÓ,Yondó,Antioquia,ESTUDIOS_PREVIOS,3,9848,2026-07-19T19:27:33.926711
669,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-12851,CAR - CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA,Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,253,2026-07-19T19:27:36.424310
670,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4544,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,BLOQUEADA,3,253,2026-07-19T19:27:38.860244
677,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-25818,BOYACÁ - ALCALDÍA MUNICIPIO DE GARAGOA,Garagoa,Boyacá,BLOQUEADA,3,253,2026-07-19T19:27:41.297683
678,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-12132,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,BLOQUEADA,3,253,2026-07-19T19:27:43.706177
679,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-22-1383,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,3,5577,2026-07-19T19:27:46.913353
